Country,Name,Ticker,Quartr Id,GICS Industries,ISIN,Segment Data
AU,AIC Mines Limited,A1M,18260,,AU0000049033,false
AU,Ainsworth Game Technology Limited,AGI,16231,,AU000000AGI3,false
AU,Airtasker Limited,ART,18379,,AU0000135998,false
AU,Alara Resources Limited,AUQ,19709,,AU000000AUQ7,false
AU,Alcidion Group Limited,ALC,5428,,AU000000ALC6,true
AU,Alkane Resources Limited,ALK,14589,,AU000000ALK9 | US01642W1018,false
AU,Alliance Aviation Services Limited,AQZ,14591,,AU000000AQZ6,false
AU,Alligator Energy Limited,AGE,18355,,AU000000AGE2,false
AU,Allkem Limited,AKE,11606,,AU0000193666,true
AU,Alpha HPA Limited,A4N,18021,,AU0000033060,false
AU,ALS Limited,ALQ,14554,,AU000000ALQ6,false
AU,Altech Batteries Limited,ATC,19582,,AU000000ATC9,false
AU,Alterity Therapeutics Limited,ATH,19909,,AU0000043945 | US02155X2053,false
AU,Altium Limited,ALU,4395,,AU00000ALUN6 | AU000000ALU8,false
AU,Alumina Limited,AWC,10327,,AU000000AWC3 | US0222051080,false
AU,Amaero International Ltd,3DA,18225,,AU0000064578,false
AU,AMCIL Limited,AMH,18169,,AU000000AMH3,false
AU,American Rare Earths Limited,ARR,18410,,NZARRE0004S7 | US02925A1051,false
AU,American West Metals Limited,AW1,19617,,AU0000187239,false
AU,Amotiv Limited,AOV,17969,,AU0000340770,false
AU,AMP Limited,AMP,14557,,AU000000AMP6,false
AU,Amplitude Energy Limited,COE,14620,,AU000000COE2 | AU0000361909,false
AU,Ampol Ltd,ALD,10932,,AU0000088338 | US0321235071,false
AU,Andromeda Metals Limited,ADN,19618,,AU000000ADN0,false
AU,Ansell Limited,ANN,3789,,AU000000ANN9 | US03634M2089,true
AU,Anson Resources Limited,ASN,18372,,AU000000ASN8,false
AU,AnteoTech Limited,ADO,19634,,AU000000ADO8,false
AU,Anteris Technologies Ltd,AVR,18152,,AU0000088841 | US03675P1021,false
AU,Antipa Minerals Limited,AZY,19637,,AU000000AZY0 | AU0000375529,false
AU,ANZ Group Holdings Limited,ANZ,6368,,AU0000267783 | US03736N1046 | AU000000ANZ3 | AU0000209942,true
AU,APA Group,APA,4034,,AU000000APA1,true
AU,APM Human Services International Limited,APM,17975,,AU0000187528,false
AU,Appen Ltd,APX,4740,,AU000000APX3,true
AU,Arafura Rare Earths Limited,ARU,15787,,AU000000ARU5,false
AU,ARB Corporation Limited,ARB,17937,,AU000000ARB5,false
AU,Ardea Resources Limited,ARL,19552,,AU000000ARL4,false
AU,Arena REIT,ARF,16216,,AU000000ARF6,false
AU,Argo Global Listed Infrastructure Limited,ALI,17935,,,false
AU,Argo Investments Limited,ARG,17904,,,false
AU,Argosy Minerals Limited,AGY,19644,,AU000000AGY0,false
AU,Aristocrat Leisure Limited,ALL,4468,,AU000000ALL7,true
AU,ARN Media Limited,A1N,18227,,AU0000279853,false
AU,Aroa Biosurgery Limited,ARX,11065,,NZARXE0001S1,true
AU,Arovella Therapeutics Limited,ALA,18273,,AU0000182784,false
AU,Articore Group Limited,ATG,5211,,AU000000RBL2 | US75724R1077 | AU0000303976,true
AU,Aspen Group,APZ,17830,,AU000000APZ8,false
AU,Aspire Mining Limited,AKM,18389,,AU000000AKM7,false
AU,Astral Resources NL,AAR,19600,,AU000000AAR7,false
AU,ASX Limited,ASX,12523,,US00212E1038 | AU000000ASX7,true
AU,Atlas Arteria Limited,ALX,6565,,AU0000013559,false
AU,Atomo Diagnostics Limited,AT1,4624,,AU0000080327,false
AU,Atturra Limited,ATA,18209,,AU0000190308,false
AU,AUB Group Limited,AUB,16237,,AU000000AUB9,false
AU,Audinate Group Ltd,AD8,10189,,AU000000AD88,true
AU,Aurelia Metals Limited,AMI,18107,,AU000000AMI1,false
AU,Aurizon Holdings Limited,AZJ,6191,,AU000000AZJ1,true
AU,Aurum Resources Limited,AUE,19687,,AU0000173478,false
AU,Ausgold Limited,AUC,19528,,AU000000AUC7,false
AU,Aussie Broadband Limited,ABB,14594,,AU0000106643,false
AU,Austal Limited,ASB,14595,,AU000000ASB3,false
AU,Austin Engineering Limited,ANG,16324,,AU000000ANG3,false
AU,Austin Metals Limited,AYT,16323,,AU0000193682,false
AU,Australian Agricultural Company Limited,AAC,14596,,AU000000AAC9,false
AU,Australian Clinical Labs Limited,ACL,14597,,AU0000148496,false
AU,Australian Ethical Investment Limited,AEF,10044,,AU000000AEF4,true
AU,Australian Finance Group Limited,AFG,14598,,AU000000AFG9,false
AU,Australian Foundation Investment Company Limited,AFI,17898,,,false
AU,Australian Gold and Copper Limited,AGC,19597,,AU0000122194,false
AU,Australian Strategic Materials Ltd,ASM,18453,,AU0000094153,false
AU,Australian United Investment Company Limited,AUI,17989,,,false
AU,Australian Unity Office Fund,AOF,18243,,AU000000AOF3,false
AU,Australian Vanadium Limited,AVL,18380,,AU000000AVL6,false
AU,Australis Oil & Gas Ltd,ATS,16048,,AU000000ATS5,false
AU,Auswide Bank Ltd,MYS,18244,,AU000000ABA1,false
AU,Autosports Group Limited,ASG,14599,,AU000000ASG2,false
AU,AVJennings Limited,AVJ,18283,,AU000000AVJ0,false
AU,Baby Bunting Group Limited,BBN,15301,,AU000000BBN2,false
AU,Bailador Technology Investments Limited,BTI,18274,,,false
AU,Bank of Queensland Limited,BOQ,14570,,AU000000BOQ8 | US0645251085,false
AU,Bannerman Energy Limited,BMN,18047,,AU000000BMN9,false
AU,Bapcor Limited,BAP,14600,,AU000000BAP9,false
AU,Barton Gold Holdings Limited,BGD,19630,,AU0000153215,false
AU,Base Resources Limited,BSE,18102,,AU000000BSE5,false
AU,Bathurst Resources Limited,BRL,18376,,NZBRLE0001S4,false
AU,BCI Minerals Limited,BCI,18052,,AU000000BCI0,false
AU,Beach Energy Limited,BPT,13287,,AU000000BPT9,false
AU,Beacon Lighting Group Limited,BLX,14606,,AU000000BLX0,false
AU,Beacon Minerals Limited,BCN,19543,,AU000000BCN0,false
AU,Bega Cheese Limited,BEGA,6087,,AU000000BGA8,false
AU,Bell Financial Group Limited,BFG,18043,,AU000000BFG7,false
AU,Bellevue Gold Limited,BGL,16049,,AU0000019374,false
AU,Bendigo and Adelaide Bank Limited,BEN,11029,,AU000000BEN6,true
AU,Berkeley Energia Limited,BKY,18371,,AU000000BKY0,false
AU,Betmakers Technology Group Ltd,BET,20002,,AU0000050585,false
AU,BHP Group Ltd,BHP,4645,,AU000000BHP4 | US0886061086 | ARDEUT112992,true
AU,Big River Industries Limited,BRI,18415,,AU000000BRI8,false
AU,Bigtincan Holdings Limited,BTH,4354,,AU000000BTH6,false
AU,Biome Australia Limited,BIO,18446,,AU0000184137,false
AU,Bisalloy Steel Group Limited,BIS,18210,,AU000000BIS6,false
AU,Black Cat Syndicate Limited,BC8,18407,,AU000000BC88,false
AU,Black Rock Mining Limited,BKT,19549,,AU000000BKT0,false
AU,Blackmores Limited,BKL,14607,,,false
AU,BlueBet Holdings Ltd,BBT,18431,,AU0000157075,false
AU,BlueScope Steel Limited,BSL,12521,,AU000000BSL0 | US09625Q2075,false
AU,Boart Longyear Group Ltd,BLY,11947,,AU000000BLY8,false
AU,Boral Limited,BLD,14573,,US0995141019 | AU000000BLD2,false
AU,Boss Energy Limited,BOE,16738,,AU000000BOE4,false
AU,Botanix Pharmaceuticals Limited,BOT,18063,,AU000000BOT2,false
AU,Bougainville Copper Limited,BOC,18259,,PG0008526520,false
AU,Bowen Coking Coal Limited,BCB,18429,,AU000000BCB5 | AU0000356446,false
AU,BrainChip Holdings Ltd,BRN,14432,,US10488Q1022 | AU000000BRN8,false
AU,Brambles Limited,BXB,4197,,AU000000BXB1 | US1051052090,true
AU,Bravura Solutions Limited,BVS,18096,,AU000000BVS9,false
AU,Brazilian Rare Earths Limited,BRE,18119,,AU0000305815,false
AU,Breville Group Ltd,BRG,16050,,AU000000BRG2,false
AU,Brickworks Limited,BKW,10383,,AU000000BKW4,true
AU,Brightstar Resources Limited,BTR,19586,,AU0000126633,false
AU,BSP Financial Group Limited,BFL,17985,,PG000A2PEAQ9,false
AU,Bubs Australia Limited,BUB,11031,,AU000000BUB7,true
AU,Burgundy Diamond Mines Limited,BDM,16602,,AU0000118994,false
AU,BWP Trust,BWP,16208,,AU000000BWP3,false
AU,Cadence Capital Limited,CDM,18233,,,false
AU,Calidus Resources Limited,CAI,19551,,AU000000CAI2,false
AU,Calix Limited,CXL,5322,,AU0000017840,true
AU,Candy Club Holdings Limited,CLB,18451,,AU0000034712 | AU0000361503,false
AU,Canyon Resources Limited,CAY,18486,,AU000000CAY9,false
AU,Capral Limited,CAA,18375,,AU000000CAA9,false
AU,Capricorn Metals Ltd,CMM,17951,,AU000000CMM9,false
AU,CAR Group Limited,CAR,10150,,US14575D1072 | AU000000CAR3,true
AU,Caravel Minerals Limited,CVV,19538,,AU000000CVV1,false
AU,Carindale Property Trust,CDP,18142,,AU000000CDP1,false
AU,Carlton Investments Limited,CIN,18042,,,false
AU,Carnaby Resources Limited,CNB,19583,,AU0000046203,false
AU,Carnarvon Energy Limited,CVN,16053,,AU000000CVN8,false
AU,Cash Converters International Limited,CCV,18411,,AU000000CCV1,false
AU,Catalyst Metals Limited,CYL,17913,,AU000000CYL6,false
AU,Catapult Group International Limited,CAT,15925,,AU000000CAT9,false
AU,Cedar Woods Properties Limited,CWP,17966,,AU000000CWP1,false
AU,Centaurus Metals Limited,CTM,18361,,AU000000CTM4,false
AU,Centuria Capital Group,CNI,14608,,AU000000CNI5,false
AU,Centuria Industrial REIT,CIP,16210,,AU000000CIP0,false
AU,Centuria Office REIT,COF,16217,,AU0000077893,false
AU,Cettire Limited,CTT,15172,,AU0000122210,false
AU,Chalice Mining Limited,CHN,17970,,AU000000CHN7,false
AU,Challenger Gold Limited,CEL,19601,,AU000000CEL8,false
AU,Challenger Limited,CGF,17916,,AU000000CGF5 | AU0000270662,false
AU,Champion Iron Limited,CIA,14574,,AU000000CIA2,false
AU,Charter Hall Group,CHC,16218,,AU000000CHC0,false
AU,Charter Hall Long WALE REIT,CLW,16241,,AU000000CLW0,false
AU,Charter Hall Retail REIT,CQR,16212,,AU000000CQR9,false
AU,Charter Hall Social Infrastructure REIT,CQE,16220,,AU0000030645,false
AU,Chesser Resources Limited,CHZ,19604,,AU000000CHZ1,false
AU,Chimeric Therapeutics Ltd,CHM,19848,,AU0000121576,false
AU,Chrysos Corporation Limited,C79,14609,,AU0000218190,false
AU,City Chic Collective Limited,CCX,10034,,AU0000031767,false
AU,Civmec Limited,ASX:CVL,18176,,AU0000012056 | SG2E68980290,false
AU,Clarity Pharmaceuticals Ltd,CU6,17950,,AU0000165375,false
AU,Class Limited,CL1,6228,,,false
AU,Classic Minerals Limited,CLZ,19523,,AU000000CLZ3,false
AU,Clean Seas Seafood Limited,CSS,15027,,AU000000CSS3,false
AU,Cleanaway Waste Management Limited,CWY,14575,,AU000000CWY3,false
AU,Clearview Wealth Limited,CVW,17963,,AU000000CVW9,false
AU,ClearVue Technologies Limited,CPV,18449,,AU0000003816,false
AU,Clime Capital Limited,CAM,18432,,,false
AU,Clinuvel Pharmaceuticals Limited,CUV,5857,,AU000000CUV3 | US1887691038,true
AU,Close the Loop Limited,CLG,18368,,AU0000186504,false
AU,Clover Corporation Limited,CLV,20001,,AU000000CLV2,false
AU,Coast Entertainment Holdings Limited,CEH,18220,,AU0000314254,false
AU,Cobram Estate Olives Limited,CBO,14610,,AU0000167066,false
AU,Cochlear Limited,COH,12608,,AU000000COH5 | US1914592050,false
AU,Codan Limited,CDA,14617,,AU000000CDA3,false
AU,COG Financial Services Limited,COG,18228,,AU000000COG7,false
AU,Cogstate Limited,CGS,5064,,AU000000CGS8,true
AU,Cokal Limited,CKA,19579,,AU000000CKA8,false
AU,Coles Group Ltd,COL,4628,,AU0000030678,true
AU,Collins Foods Limited,CKF,14618,,AU000000CKF7,false
AU,Comet Ridge Limited,COI,16060,,AU000000COI3,false
AU,Commonwealth Bank of Australia,CBA,4355,,US2027126000 | AU000000CBA7 | AU0000247348 | AU0000215618,true
AU,Computershare Limited,CPU,10164,,AU000000CPU5 | US20557R1059,false
AU,Conrad Asia Energy Ltd,CRD,15119,,AU0000240970,false
AU,Core Lithium Ltd,CXO,18253,,AU000000CXO2,false
AU,Coronado Global Resources Inc,CRN,14576,,AU0000026122,false
AU,Corporate Travel Management Limited,CTD,10306,,AU000000CTD3,true
AU,COSOL Limited,COS,18245,,AU0000072498,false
AU,Costa Group Holdings Limited,CGC,14621,,AU000000CGC2,false
AU,Count Limited,CUP,18479,,AU000000CUP5,false
AU,Coventry Group Ltd,CYG,18366,,AU000000CYG6,false
AU,Credit Clear Limited,CCR,18458,,AU0000107526,false
AU,Credit Corp Group Limited,CCP,14622,,AU000000CCP3,false
AU,Cromwell Property Group,CMW,16205,,AU000000CMW8,false
AU,CSL Limited,CSL,10877,,US12637N2045 | AU000000CSL8,true
AU,CSR Limited,CSR,14623,,AU000000CSR5,false
AU,CTI Logistics Limited,CLX,18406,,AU000000CLX8,false
AU,CVC Limited,CVC,18252,,AU000000CVC1,false
AU,Cyclopharm Limited,CYC,15170,,AU000000CYC5,false
AU,CZR Resources Ltd,CZR,19613,,AU000000CZR0,false
AU,Dalrymple Bay Infrastructure Limited,DBI,14624,,AU0000120628,false
AU,Data#3 Limited,DTL,14625,,AU000000DTL4,false
AU,DDH1 Limited,DDH,14626,,AU0000134454,false
AU,De Grey Mining Limited,DEG,16087,,AU000000DEG6,false
AU,Deep Yellow Limited,DYL,16739,,AU000000DYL4,false
AU,Delta Lithium Limited,DLI,16868,,AU0000276495,false
AU,Deterra Royalties Limited,DRR,17936,,AU0000107484,false
AU,Develop Global Limited,DVP,18033,,AU0000179707,false
AU,DevEx Resources Limited,DEV,18450,,AU000000DEV5,false
AU,DEXUS,DXS,13312,,AU000000DXS1,false
AU,Dexus Convenience Retail Reit,DXC,18117,,AU0000179061,false
AU,Dexus Industria REIT,DXI,16219,,AU0000192833,false
AU,DGL Group Limited,DGL,18369,,AU0000149338,false
AU,Diatreme Resources Limited,DRX,18401,,AU000000DRX3,false
AU,Dicker Data Limited,DDR,12679,,AU000000DDR5,false
AU,DigiCo Infrastructure REIT,DGT,19940,,AU0000367088,false
AU,Dimerix Limited,DXB,18127,,AU000000DXB7,false
AU,Diversified United Investment Limited,DUI,17993,,,false
AU,Djerriwarrh Investments Limited,DJW,18038,,,false
AU,Domain Holdings Australia Ltd,DHG,4879,,AU000000DHG9,false
AU,Dome Gold Mines Ltd,DME,19611,,AU000000DME4,false
AU,Domino's Pizza Enterprises Limited,DMP,14577,,AU000000DMP0,false
AU,Downer EDI Limited,DOW,17931,,AU000000DOW2,false
AU,DRA Global Limited,DRA,18475,,AU0000155814,false
AU,Dreadnought Resources Limited,DRE,19561,,AU0000040297,false
AU,DroneShield Limited,DRO,15799,,AU000000DRO2,false
AU,Dropsuite Limited,DSE,18172,,AU000000DSE1,false
AU,DUG Technology Ltd,DUG,18168,,AU0000095721,false
AU,Duratec Limited,DUR,14793,,AU0000109159,false
AU,Duxton Water Limited,D2O,18229,,AU000000D2O3,false
AU,E&P Financial Group Limited,EP1,18505,,AU0000117343,false
AU,Eagers Automotive Limited,APE,14578,,AU000000APE3,false
AU,EBR Systems Inc,EBR,18136,,AU0000182552,false
AU,EcoGraf Limited,EGR,19642,,AU0000071482,false
AU,Elanor Commercial Property Fund,ECF,18238,,AU0000063893,false
AU,Elanor Investors Group,ENN,18392,,,false
AU,Elders Limited,ELD,17971,,AU000000ELD6,false
AU,Electro Optic Systems Holdings Limited,EOS,18130,,AU000000EOS8,false
AU,Element 25 Limited,E25,19651,,AU0000012098,false
AU,Elixir Energy Limited,EXR,18430,,AU000000EXR1,false
AU,Embark Early Education Limited,EVO,18454,,AU0000289134,false
AU,Emeco Holdings Limited,EHL,17997,,AU000000EHL7,false
AU,Emerald Resources NL,EMR,17929,,AU000000EMR4,false
AU,EML Payments Limited,EML,5582,,AU000000EML7,true
AU,Empire Energy Group Limited,EEG,18175,,AU000000EEG4,false
AU,EMVision Medical Devices Ltd,EMV,18275,,AU0000028375,false
AU,Encounter Resources Limited,ENR,18177,,AU000000ENR2,false
AU,Endeavour Group Limited,EDV,3854,,AU0000154833 | US29261R1032,true
AU,Energy One Limited,EOL,4452,,AU000000EOL3,false
AU,Energy Resources of Australia Ltd,ERA,18048,,AU000000ERA9,false
AU,Enero Group Limited,EGG,14955,,AU000000EGG9,false
AU,Envirosuite Limited,EVS,3890,,AU000000EVS3,true
AU,EQ Resources Limited,EQR,19556,,AU0000122749,false
AU,EQT Holdings Limited,EQT,18029,,AU000000EQT1,false
AU,Estia Health Limited,EHE,16072,,,false
AU,Eureka Group Holdings Limited,EGH,18365,,AU000000EGH7,false
AU,European Lithium Limited,EUR,19595,,AU000000EUR7,false
AU,Euroz Hartleys Group Limited,EZL,18383,,AU000000EZL9,false
AU,Evolution Mining Limited,EVN,5747,,US30051P1093 | AU000000EVN4,false
AU,EVT Limited,EVT,17945,,AU000000EVT1,false
AU,Experience Co Limited,EXP,14950,,AU000000EXP5,false
AU,Falcon Metals Limited,FAL,19625,,AU0000187569,false
AU,Far East Gold Limited,FEG,19675,,AU0000191793,false
AU,FBR Limited,FBR,18258,,AU000000FBR4,false
AU,Fenix Resources Ltd,FEX,18192,,AU0000025132,false
AU,Fidelity Global Emerging Markets Fund,FEMX,18507,,,false
AU,Fiducian Group Limited,FID,18203,,AU000000FID9,false
AU,Finbar Group Limited,FRI,18185,,AU000000FRI9,false
AU,Findi Limited,FND,18257,,AU0000241036,false
AU,FINEOS Corporation Holdings plc,FCL,16074,,AU0000054322,false
AU,FireFly Metals Ltd,FFM,17940,,AU0000313769,false
AU,FleetPartners Group Ltd,FPR,16239,,AU0000272924,false
AU,Fleetwood Limited,FWD,18367,,AU000000FWD0,false
AU,Flight Centre Travel Group Limited,FLT,4869,,AU000000FLT9,true
AU,Fluence Corporation Limited,FLC,14359,,AU000000FLC5,false
AU,Focus Minerals Limited,FML,19710,,AU000000FML4,false
AU,Fortescue Limited,FMG,5450,,AU000000FMG4 | US34959A2069,true
AU,Frontier Digital Ventures Limited,FDV,14951,,AU000000FDV2,false
AU,Frontier Energy Limited,FHE,18236,,AU0000207912,false
AU,FSA Group Limited,FSA,18503,,AU000000FSA4,false
AU,Future Generation Australia Limited,FGX,18064,,,false
AU,G8 Education Limited,GEM,16077,,AU000000GEM7,false
AU,Galan Lithium Limited,GLN,15136,,AU0000021461,false
AU,Galena Mining Limited,G1A,19660,,AU000000G1A1,false
AU,Galileo Mining Ltd,GAL,19935,,AU0000007510,false
AU,Garda Property Group,GDF,18235,,AU000000GDF3,false
AU,GDI Property Group,GDI,18153,,,false
AU,Generation Development Group Limited,GDG,18066,,AU0000005126,false
AU,Genesis Minerals Limited,GMD,17942,,AU000000GMD9,false
AU,Genetic Signatures Limited,GSS,18340,,AU000000GSS4,false
AU,Genex Power Limited,GNX,17923,,,false
AU,GenusPlus Group Ltd,GNP,18126,,AU0000117160,false
AU,Global Data Centre Group,GDC,18129,,,false
AU,Global Lithium Resources Limited,GL1,19599,,AU0000142929,false
AU,Global X Battery Tech & Lithium ETF,ACDC,18073,,,false
AU,Globe International Limited,GLB,18441,,AU000000GLB5,false
AU,Globe Metals & Mining Limited,GBE,19947,,AU000000GBE0,false
AU,Gold Road Resources Limited,GOR,16078,,AU000000GOR5,false
AU,Goodman Group,GMG,5039,,AU000000GMG2,false
AU,Gowing Bros Limited,GOW,18452,,AU000000GOW5,false
AU,GQG Partners Inc,GQG,14556,,AU0000180499,false
AU,GR Engineering Services Limited,GNG,18110,,AU000000GNG0,false
AU,GrainCorp Limited,GNC,16079,,AU000000GNC9,false
AU,Grange Resources Limited,GRR,17925,,AU000000GRR8,false
AU,GreenX Metals Limited,GRX,18211,,AU0000198939,false
AU,Growthpoint Properties Australia,GOZ,16214,,AU000000GOZ8,false
AU,Gryphon Capital Income Trust,GCI,18069,,,false
AU,GTN Limited,GTN,14952,,AU000000GTN3,false
AU,Guzman y Gomez Limited,GYG,17845,,AU0000336679,false
AU,GWA Group Limited,GWA,17996,,AU000000GWA4,false
AU,Hansen Technologies Limited,HSN,14921,,AU000000HSN3,false
AU,Harvey Norman Holdings Limited,HVN,14558,,AU000000HVN7 | US4177721002,false
AU,Hastings Technology Metals Limited,HAS,19622,,AU000000HAS0,false
AU,Havilah Resources Limited,HAV,19607,,AU000000HAV4,false
AU,Hazer Group Limited,HZR,19539,,AU000000HZR9,false
AU,Healius Limited,HLS,16073,,AU0000306805 | AU0000033359,false
AU,HealthCo Healthcare and Wellness REIT,HCW,16207,,AU0000169302,false
AU,Hearts and Minds Investments Limited,HM1,18075,,,false
AU,Helia Group Ltd,HLI,16228,,AU0000251498,false
AU,Helloworld Travel Limited,HLO,14954,,AU000000HLO6,false
AU,Highfield Resources Limited,HFR,18465,,AU000000HFR1,false
AU,Hillgrove Resources Limited,HGO,18412,,AU000000HGO6,false
AU,Hipages Group Holdings Limited,(ASX:HPG),18385,,AU0000112104,false
AU,HMC Capital Limited,HMC,16240,,AU0000058943,false
AU,HomeCo Daily Needs REIT,HDN,16209,,AU0000113136,false
AU,Horizon Oil Limited,HZN,18139,,AU000000HZN8,false
AU,Hot Chili Limited,HCH,18387,,AU0000HCHAX9,false
AU,Hotel Property Investments,HPI,16213,,AU000000HPI9,false
AU,HUB24 Limited,HUB,15966,,AU000000HUB4,false
AU,Humm Group Limited,HUM,18218,,AU0000121337,false
AU,Hutchison Telecommunications (Australia) Limited,HTA,17979,,AU000000HTA8,false
AU,IDP Education Limited,IEL,6183,,AU000000IEL5,true
AU,IGO Limited,IGO,12915,,US44959T1051 | AU000000IGO4,false
AU,ikeGPS Group Limited,IKE,14953,,NZIKEE0001S9,false
AU,Iluka Resources Limited,ILU,14563,,AU000000ILU1,false
AU,Imdex Limited,IMD,16345,,AU000000IMD5,false
AU,ImExHS Limited,IME,5939,,AU0000023053,false
AU,Immutep Limited,IMM,15167,,US45257L1089 | AU000000IMM6,false
AU,Impact Minerals Limited,IPT,19653,,AU000000IPT4,false
